Variable.Name	Variable.Description
OHX03PCS	Loss of Attachment:  Upper right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX04CJA	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)
OHX04CJD	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)
OHX04CJL	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mid - lingual - FGM to CEJ measurement (mm)
OHX04CJM	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)
OHX04CJP	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)
OHX04CJS	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)
OHX04LAA	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measur
OHX04LAD	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM 
OHX04LAL	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of :   (FGM to sulcus base measu
OHX04LAM	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measurem
OHX04LAP	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) distal lingual - Calculation of :  (FGM to CEJ measurement)
OHX04LAS	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Calculation of :  (FGM to sulcus base measur
OHX04PCA	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX04PCD	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)
OHX04PCL	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX04PCM	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial mid-facial - FGM to sulcus base (pocket depth) (
OHX04PCP	Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX04PCS	Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial mesio-facial - FGM to sulcus base (pocket dept
OHX05CJA	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)
OHX05CJD	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)
OHX05CJL	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)
OHX05CJM	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)
OHX05CJP	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)
OHX05CJS	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)
OHX05LAA	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measur
OHX05LAD	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM 
OHX05LAL	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measure
OHX05LAM	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measurem
OHX05LAP	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement
OHX05LAS	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measur
OHX05PCA	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX05PCD	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)
OHX05PCL	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX05PCM	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth)(mm)
OHX05PCP	Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX05PCS	Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX06CJA	Loss of Attachment:  Upper right cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)
OHX06CJD	Loss of Attachment: Upper right cuspid (C) distal - FGM to CEJ measurement (mm)
OHX06CJL	Loss of Attachment:  Upper right cuspid (C) mid- lingual - FGM to CEJ measurement (mm)
OHX06CJM	Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to CEJ measurement (mm)
OHX06CJP	Loss of Attachment: Upper right cuspid (C) distal - lingual - FGM to CEJ measurement (mm)
OHX06CJS	Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)
OHX06LAA	Loss of Attachment:  Upper right cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX06LAD	Loss of Attachment:  Upper right cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measuremen
OHX06LAL	Loss of Attachment:  Upper right cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX06LAM	Loss of Attachment:  Upper right cuspid (C) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) 
OHX06LAP	Loss of Attachment:  Upper right cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base m
OHX06LAS	Loss of Attachment:  Upper right cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX06PCA	Loss of Attachment:  Upper right cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX06PCD	Loss of Attachment: Upper right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)
OHX06PCL	Loss of Attachment:  Upper right cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX06PCM	Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX06PCP	Loss of Attachment: Upper right cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX06PCS	Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX07CJA	Loss of Attachment:  Upper right lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)
OHX07CJD	Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to CEJ measurement (mm)
OHX07CJL	Loss of Attachment:  Upper right lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)
OHX07CJM	Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)
OHX07CJP	Loss of Attachment: Upper right lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)
OHX07CJS	Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)
OHX07LAA	Loss of Attachment:  Upper right lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM t
OHX07LAD	Loss of Attachment:  Upper right lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base 
OHX07LAL	Loss of Attachment:  Upper right lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX07LAM	Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to 
OHX07LAP	Loss of Attachment:  Upper right lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sul
OHX07LAS	Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM t
OHX07PCA	Loss of Attachment:  Upper right lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX07PCD	Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)
OHX07PCL	Loss of Attachment:  Upper right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX07PCM	Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX07PCP	Loss of Attachment: Upper right lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX07PCS	Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX08CJA	Loss of Attachment:  Upper right central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)
OHX08CJD	Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)
OHX08CJL	Loss of Attachment:  Upper right central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)
OHX08CJM	Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)
OHX08CJP	Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)
OHX08CJS	Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)
OHX08LAA	Loss of Attachment:  Upper right central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM t
OHX08LAD	Loss of Attachment:  Upper right central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base 
OHX08LAL	Loss of Attachment:  Upper right central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX08LAM	Loss of Attachment:  Upper right central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to 
OHX08LAP	Loss of Attachment:  Upper right central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sul
OHX08LAS	Loss of Attachment:  Upper right central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM t
OHX08PCA	Loss of Attachment:  Upper right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX08PCD	Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)
OHX08PCL	Loss of Attachment:  Upper right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX08PCM	Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX08PCP	Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX08PCS	Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX09CJA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)
OHX09CJD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)
OHX09CJL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)
OHX09CJM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)
OHX09CJP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)
OHX09CJS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)
OHX09LAA	Loss of Attachment:  Upper left central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX09LAD	Loss of Attachment:  Upper left central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m
OHX09LAL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX09LAM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C
OHX09LAP	Loss of Attachment:  Upper left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc
OHX09LAS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to
OHX09PCA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX09PCD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)
OHX09PCL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX09PCM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX09PCP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX09PCS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX10CJA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)
OHX10CJD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)
OHX10CJL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)
OHX10CJM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)
OHX10CJP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)
OHX10CJS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)
OHX10LAA	Loss of Attachment:  Upper left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX10LAD	Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m
OHX10LAL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX10LAM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C
OHX10LAP	Loss of Attachment:  Upper left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc
OHX10LAS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to
OHX10PCA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX10PCD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)
OHX10PCL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX10PCM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX10PCP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX10PCS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX11CJA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)
OHX11CJD	Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)
OHX11CJL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)
OHX11CJM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)
OHX11CJP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)
OHX11CJS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)
OHX11LAA	Loss of Attachment:  Upper left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX11LAD	Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement
OHX11LAL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measur
OHX11LAM	Loss of Attachment:  Upper left cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measure
OHX11LAP	Loss of Attachment:  Upper left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me
OHX11LAS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX11PCA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX11PCD	Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)
OHX11PCL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX11PCM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX11PCP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX11PCS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX12CJA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)
OHX12CJD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)
OHX12CJL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)
OHX12CJM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)
OHX12CJP	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)
OHX12CJS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)
OHX12LAA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measure
OHX12LAD	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM t
OHX12LAL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measurem
OHX12LAM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measureme
OHX12LAP	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement)
OHX12LAS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measure
OHX12PCA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX12PCD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)
OHX12PCL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX12PCM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX12PCP	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX12PCS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX13CJA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)
OHX13CJD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)
OHX13CJL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm)
OHX13CJM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)
OHX13CJP	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)
OHX13CJS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)
OHX13LAA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measure
OHX13LAD	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM t
OHX13LAL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of:  (FGM to sulcus base measurem
OHX13LAM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measureme
OHX13LAP	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of:  (FGM to CEJ measurement)
OHX13LAS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Calculation of :  (FGM to sulcus base measure
OHX13PCA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX13PCD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)
OHX13PCL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX13PCM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX13PCP	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX13PCS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX14CJA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)
OHX14CJD	Loss of Attachment: Upper left 1st molar (1M) distal - FGM to CEJ measurement (mm)
OHX14CJL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)
OHX14CJM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)
OHX14CJP	Loss of Attachment: Upper left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)
OHX14CJS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)
OHX14LAA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ 
OHX14LAD	Loss of Attachment:  Upper left 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measure
